"Customer ID","Fictional Surname","Age","Gender","Years at address","Employment status","Country","Current debt","Postcode","Income","Own home","CCJs","Loan amount","Outcome"
"680058","Plain","72","F","32","Unemployed","UK","0","SE13 5JE","52500","Rent","3","33236","Paid"
"924395","Marks","27","M","6","Self Employed","UK","7160","SE22 9JS","48000","Mortgage","2","18536","Paid"
"772478","Chahal","61","F","18","Self Employed","UK","7390","SE5 0TQ","20000","Own","1","6693","Paid"
"891359","Willmot","38","M","21","Unemployed","UK","4520","SW2 5HN","15500","Mortgage","2","13930","Defaulted"
"621518","Collins","24","M","6","Self Employed","UK","690","SW6 1RL","53500","Mortgage","3","10278","Defaulted"
"990971","Crilly","62","F","31","Self Employed","UK","2810","TA22 9EL","36000","Mortgage","0","26791","Defaulted"
"962859","Gudge","29","F","7","Self Employed","UK","3990","TN2 5EG","21000","Rent","3","1774","Defaulted"
"961052","Storey","49","M","4","Self Employed","UK","4340","TQ8 8NF","50000","Own","1","26570","Defaulted"
"665690","Sliwinski","83","F","38","Unemployed","UK","1030","TW1 2EA","40500","Mortgage","2","18515","Defaulted"
"890248","Wolf","62","F","10","Employed","UK","1460","W10 6AL","21500","Own","0","15331","Paid"
"1049099","Henry","17","F","1","Self Employed","UK","0","W10 6ES","34500","Own","0","25799","Paid"
"795764","Chandler","48","F","11","Self Employed","UK","9240","W11 2DE","50000","Mortgage","0","55","Paid"
"934499","Webster","29","F","4","Self Employed","UK","1600","W11 2LE","13000","Own","0","769","Paid"
"811466","Pert","28","F","5","Self Employed","UK","500","WR6 6TA","52000","Mortgage","0","26772","Paid"
"1090872","George","46","F","27","Self Employed","UK","1960","YO21 2QL","42500","Mortgage","3","4396","Defaulted"
"687009","Mohammed","41","F","7","Unemployed","UK","3590","SG12 7PW","51500","Mortgage","0","9380","Paid"
"1078566","Crump","33","M","9","Unemployed","UK","5790","JE3 6UE","54500","Mortgage","3","21848","Defaulted"
"917876","Mill","79","M","32","Employed","UK","0","NW6 6DE","49000","Own","0","16350","Paid"
"1014154","Ward","24","F","5","Employed","UK","7060","SS1 3NR","42500","Mortgage","1","1048","Paid"
"873607","Stenkamp","32","M","14","Self Employed","UK","8500","W2 5RB","49500","Own","3","47992","Paid"
"604003","Close","82","M","51","Self Employed","UK","580","NR11 6NY","46500","Rent","3","2971","Defaulted"
"649778","Tompkins","52","M","22","Self Employed","UK","5100","EH3 5EN","42000","Own","0","40788","Paid"
"818622","Symes","59","M","37","Unemployed","UK","3400","SY14 7DQ","20500","Own","2","9202","Defaulted"
"1054608","Mughal","67","M","44","Unemployed","UK","1000","IM4 7EG","34500","Mortgage","0","20360","Paid"
"617428","Hyatt","23","M","6","Self Employed","UK","650","W10 6HG","22500","Mortgage","1","12614","Paid"
"800126","McArthur","70","F","45","Employed","UK","240","BA22 7HD","29500","Own","1","9026","Paid"
"783747","Kynaston","47","F","27","Unemployed","UK","710","SP11 7RN","52000","Own","1","16151","Defaulted"
"962679","Smith","35","F","14","Self Employed","UK","210","TR26 3DX","35500","Mortgage","3","23070","Defaulted"
"714349","Woodward","66","M","1","Self Employed","UK","1930","HG3 1EX","54500","Own","2","45667","Defaulted"
"682749","Merion","19","M","1","Employed","UK","6650","KT7 0HZ","53000","Rent","1","52661","Defaulted"
"716341","Farrall","61","F","34","Self Employed","UK","8540","SW5 9TF","46500","Rent","1","17232","Paid"
"996495","Bastock-Young","55","F","13","Unemployed","UK","510","SE1 4LY","47000","Rent","0","1103","Paid"
"581206","Parry","78","F","9","Unemployed","UK","4710","GL6 6RG","46500","Own","0","22845","Paid"
"831588","Robinson","48","M","24","Self Employed","UK","9050","NW8 7LG","35000","Own","0","25761","Defaulted"
"981673","Parks","86","M","8","Unemployed","UK","710","SW7 3AE","31000","Mortgage","0","23980","Paid"
"772206","Roll","22","M","2","Self Employed","UK","160","RG7 1WY","16500","Own","0","2434","Paid"
"1004385","Kenny","55","M","32","Self Employed","UK","4530","SW7 5PH","51500","Own","0","41804","Paid"
"888290","Jenkins","82","F","29","Self Employed","UK","8480","LE6 0GX","50500","Rent","0","17915","Defaulted"
"774258","Edgar","72","M","37","Employed","UK","100","BT40 1DX","47500","Own","0","45561","Paid"
"1007361","Bass","45","M","2","Unemployed","UK","450","BT9 5PZ","28000","Rent","3","21750","Defaulted"
"889839","Back","22","F","2","Self Employed","UK","5780","GU10 3ND","42500","Mortgage","1","4649","Paid"
"917493","Jolic","88","F","38","Self Employed","UK","80","RG19 4RR","16500","Own","0","9770","Paid"
"781115","Jolic","23","M","1","Unemployed","UK","2810","SW11 5TY","46500","Mortgage","2","35765","Defaulted"
"925820","Osborne","72","F","10","Unemployed","UK","1440","SW6 3AH","31000","Own","0","23241","Paid"
"1035610","Lynsey","25","F","7","Unemployed","UK","10","RG8 7JQ","53000","Own","0","15015","Paid"
"637495","Cakmak","29","M","10","Employed","UK","1120","OX13 5EP","35000","Mortgage","0","19555","Paid"
"574015","Simms","43","F","21","Unemployed","UK","130","NG5 4FB","36500","Own","3","4904","Paid"
"830941","Mehmood","68","M","43","Self Employed","UK","5610","CF24 3NW","34500","Own","1","23369","Defaulted"
"876872","Hammond","35","F","6","Employed","UK","7530","BT23 5NE","25000","Mortgage","1","3760","Paid"
"904732","Vincent","68","M","13","Self Employed","UK","1120","SW4 7QJ","38000","Rent","0","11277","Paid"
"583285","Hewitt","41","M","15","Employed","UK","0","CT10 2SE","45000","Own","0","4537","Defaulted"
"915546","Lone","44","M","15","Unemployed","UK","4070","FK6 5BW","29000","Own","1","22985","Paid"
"606843","Rouviere","50","F","10","Self Employed","UK","130","NG18 4XB","16500","Mortgage","1","11179","Paid"
"626829","Brindley","33","M","4","Self Employed","UK","9980","SW6 5TL","46000","Own","0","19991","Defaulted"
"930194","Barnacott","54","M","33","Unemployed","UK","2640","BT23 6RE","35500","Mortgage","1","23907","Paid"
"1021013","Rogerson","41","M","16","Self Employed","UK","8720","EH4 2DG","52000","Own","2","30255","Defaulted"
"1104247","Wilson","79","M","34","Self Employed","UK","1590","JE2 7SE","44500","Own","0","33089","Paid"
"953789","Feller","33","H","4","Employed","UK","4970","CV36 5HS","29500","Own","3","10010","Defaulted"
"819149","Gibbs","79","F","10","Unemployed","UK","1040","WR13 5BE","39500","Own","2","25703","Defaulted"
"1058734","Kachiwala","25","M","4","Self Employed","UK","2310","BT38 9AB","46000","Mortgage","1","24916","Paid"
"784607","Cheung","84","F","58","Self Employed","UK","850","CT2 8LS","31000","Own","1","2218","Paid"
"920934","James","61","M","44","Self Employed","UK","10","SW5 9TF","47500","Own","1","1729","Paid"
"952664","Rudd","87","F","58","Self Employed","UK","4850","EN4 0HY","47000","Mortgage","0","43779","Paid"
"879544","Whyte","31","M","5","Self Employed","UK","970","SW12 9QE","43500","Rent","2","29795","Defaulted"
"962731","Donoghue","34","F","12","Employed","UK","540","EH9 1ED","38000","Own","1","3577","Paid"
"1048639","Hanifan","63","M","45","Employed","UK","1490","LA2 8JT","48500","Mortgage","0","21215","Paid"
"900538","Mills","38","F","20","Self Employed","UK","5610","NW10 3HP","48500","Mortgage","2","47300","Defaulted"
"619525","Bohanan","34","M","3","Unemployed","UK","2490","HP13 5PX","30000","Own","0","13667","Paid"
"708248","Glinsman","58","F","18","Employed","UK","2270","BT77 0BE","49500","Mortgage","1","24549","Paid"
"570807","Phillips","80","F","46","Self Employed","UK","4400","GL55 6SL","36500","Own","2","2294","Defaulted"
"884048","Cohen","80","F","53","Unemployed","UK","3410","IM8 3NA","37500","Own","1","4050","Paid"
"576051","Smith","28","M","7","Unemployed","UK","110","BR3 3LP","50000","Own","0","45385","Paid"
"937457","Williams","65","F","32","Self Employed","UK","1090","SW6 6NS","53000","Own","0","43416","Paid"
"656654","Lane","43","M","7","Unemployed","UK","330","SW12 8TZ","21500","Own","2","12059","Defaulted"
"765562","Smith","43","F","12","Employed","UK","4410","EN2 7LH","23500","Own","2","14934","Defaulted"
"821850","Martin","24","M","1","Unemployed","UK","10","IP21 4AD","52500","Mortgage","1","2147","Paid"
"679655","Meruish","39","M","19","Self Employed","UK","7060","EH49 6NJ","28000","Mortgage","0","5889","Paid"
"671153","Blight","76","F","46","Employed","UK","5700","BA2 7NE","40000","Own","0","15748","Paid"
"711161","Cronin","44","M","24","Self Employed","UK","1770","AL1 4DD","51500","Own","2","48690","Defaulted"
"1104611","Robinson","84","M","48","Self Employed","UK","1160","B94 6PT","36500","Own","3","24883","Defaulted"
"604695","Oates","29","F","3","Self Employed","UK","300","CO7 8PJ","17000","Own","1","12198","Paid"
"956017","MacKintosh","57","F","31","Self Employed","UK","8490","CT8 8PR","44000","Own","2","41805","Defaulted"
"954349","Skiffington","38","M","1","Unemployed","UK","6340","GU23 6HD","45500","Own","2","14626","Defaulted"
"1031253","MacAulay","19","M","1","Self Employed","UK","80","SK9 4LH","26500","Rent","3","13298","Defaulted"
"619970","Powell","31","M","13","Self Employed","UK","3490","CH48 2HW","32500","Mortgage","2","16794","Defaulted"
"773116","New","89","F","38","Self Employed","UK","40","BD23 5NQ","44500","Mortgage","3","2081","Defaulted"
"1010141","Clarke","25","F","4","Unemployed","UK","8980","E9 7DN","51500","Own","2","13533","Paid"
"690067","Pearson","35","F","7","Unemployed","UK","2760","NP7 7BQ","39500","Mortgage","1","12733","Defaulted"
"1007402","Gates","44","F","3","Self Employed","UK","4200","RH20 2DW","40000","Rent","0","7676","Paid"
"613362","Gard","51","F","1","Unemployed","UK","0","RG10 9PB","30500","Own","3","20144","Paid"
"609972","Crawford","82","F","32","Unemployed","UK","6200","IM2 1PN","46500","Rent","3","2704","Defaulted"
"931633","Langley","84","F","14","Self Employed","UK","1040","N6 5LL","47000","Own","2","29753","Paid"
"792692","Lismore","60","F","25","Self Employed","UK","6230","BR2 8QL","31500","Own","1","25022","Paid"
"830867","Gooding","44","F","7","Self Employed","UK","5560","ST18 0AH","21500","Mortgage","0","21396","Paid"
"662326","Harper","78","M","16","Self Employed","UK","290","CV22 6NP","52000","Own","2","7987","Defaulted"
"634458","Sear","42","F","4","Self Employed","UK","1900","DA13 0QA","48500","Own","2","2929","Defaulted"
"577403","Strutt","73","F","24","Unemployed","UK","40","PE32 1AQ","36000","Own","1","29428","Paid"
"704926","May","62","F","29","Self Employed","UK","3460","RH19 3XG","47000","Mortgage","0","31418","Paid"
"818208","Stringer","77","M","53","Unemployed","UK","2520","CF23 6NE","51000","Mortgage","0","32382","Defaulted"
"861238","Davies","53","F","18","Self Employed","UK","1420","W12 9HT","48000","Own","0","22975","Paid"
"988659","Reid","34","M","10","Unemployed","UK","890","HR1 1DT","37000","Own","0","20762","Paid"
"734806","Smith","76","M","34","Employed","UK","4700","W12 8LX","49000","Mortgage","0","25572","Paid"
"610767","Aldridge","18","F","1","Unemployed","UK","4740","OX15 5EH","51000","Mortgage","0","43265","Defaulted"
"878136","Long","50","M","21","Self Employed","UK","240","IP22 1BE","42000","Own","0","2960","Defaulted"
"890840","MacDonald","68","M","3","Self Employed","UK","8350","N1 5HN","47000","Rent","1","30228","Paid"
"979664","Bridgewater","58","M","31","Self Employed","UK","9690","GL52 5LY","39000","Own","0","1717","Defaulted"
"761404","Podovei","75","F","55","Unemployed","UK","3230","EH10 4DE","43500","Own","0","38107","Paid"
"657522","Clark","76","M","3","Self Employed","UK","1440","G13 1GF","21500","Own","0","5087","Paid"
"1079138","Taylor","47","M","21","Self Employed","UK","7760","CM16 4NH","36500","Mortgage","1","16498","Paid"
"844233","Brien","21","F","4","Employed","UK","630","CM11 2XA","43500","Mortgage","1","4836","Paid"
"715721","Noble","44","M","23","Self Employed","UK","2050","HG2 9BY","21000","Own","0","3608","Paid"
"699166","Baker","64","M","11","Unemployed","UK","9830","PE8 6NP","40000","Own","2","18502","Defaulted"
"938669","Storey","44","M","5","Self Employed","UK","9420","BB6 7TS","20000","Own","1","707","Defaulted"
"856519","Gadd","80","M","41","Employed","UK","0","BA4 4JQ","35000","Mortgage","2","17098","Paid"
"984568","Crew","70","F","4","Employed","UK","10","TQ7 2HU","27500","Own","0","5101","Paid"
"887421","Catlin","57","M","37","Self Employed","UK","60","WA15 0JR","50000","Own","0","38141","Paid"
"864465","Adjei","76","F","50","Self Employed","UK","810","BA2 8BB","42000","Own","2","18146","Defaulted"
"920867","Moir","46","M","2","Self Employed","UK","2300","NG22 8TX","29500","Mortgage","1","8007","Defaulted"
"778207","Gibbons","54","F","9","Unemployed","UK","2420","SA43 2LE","41000","Mortgage","0","10891","Paid"
"685309","Hansford","71","M","21","Self Employed","UK","9540","BR1 3JE","51500","Mortgage","2","8960","Defaulted"
"765395","Murphy","75","F","45","Self Employed","UK","1150","SW19 8RX","11000","Own","0","4863","Paid"
"1019113","Howard","22","M","2","Unemployed","UK","0","W4 3AP","49500","Own","0","39437","Paid"
"926739","Boldon","36","F","17","Self Employed","UK","640","LE14 3EW","30000","Mortgage","0","9415","Paid"
"1095095","Wilde","43","M","26","Unemployed","UK","0","CB3 6FQ","45500","Own","3","32940","Defaulted"
"981596","Forbes","59","M","41","Self Employed","France","890","WD3 5NS","22500","Mortgage","2","22152","Defaulted"
"978099","Lopez","23","F","6","Self Employed","UK","240","KT3 3DW","19500","Rent","1","16216","Defaulted"
"899291","Jenkins","23","M","4","Unemployed","UK","3690","YO23 1JJ","38500","Mortgage","1","15679","Paid"
"811560","Wingate","78","M","44","Unemployed","UK","3930","N3 1JJ","42000","Rent","2","28564","Defaulted"
"1090039","Brown","45","F","20","Unemployed","UK","3000","YO26 8AS","53500","Rent","0","51021","Paid"
"687406","Callaway","35","F","9","Self Employed","UK","1010","BN20 8NU","53500","Own","0","14926","Paid"
"592063","Wilson","86","F","59","Unemployed","UK","0","LN2 1QL","35500","Own","0","25369","Paid"
"695348","Bunce","77","F","30","Self Employed","UK","0","N7 9JD","32500","Mortgage","1","26683","Paid"
"696587","Daniel","21","F","4","Self Employed","UK","4890","TW9 4DN","38500","Mortgage","1","19318","Paid"
"870478","Ballard","56","F","26","Employed","UK","3670","BS29 6BT","52000","Mortgage","1","39225","Paid"
"733096","Cokell","68","F","37","Unemployed","UK","0","PL3 5JY","54000","Own","1","21218","Paid"
"966977","Palmer","56","M","12","Unemployed","UK","3210","BR3 3AJ","28000","Own","3","20686","Defaulted"
"1036434","Holloway","67","M","9","Unemployed","UK","8070","KT24 5JE","50500","Own","1","33533","Defaulted"
"716450","Franks","39","F","7","Self Employed","UK","870","SY11 3LW","49500","Own","0","19545","Paid"
"978685","Jennings","17","M","1","Employed","UK","8430","N1 9BL","220000","Own","1","18005","Defaulted"
"686026","Cresswell","87","F","61","Employed","UK","7430","SE15 2NY","26000","Own","0","3513","Paid"
"760446","Daws","74","F","29","Unemployed","UK","3410","BS8 4PS","41000","Own","0","11284","Paid"
"733696","Ogden","52","F","7","Employed","UK","610","SW12 9RU","39500","Own","1","22237","Paid"
"840826","Pramanik","86","F","24","Self Employed","UK","8050","SW2 3TT","49000","Own","1","5917","Paid"
"756770","Foy","55","M","31","Unemployed","UK","8140","CV32 6ES","30000","Own","0","18584","Defaulted"
"1071084","Todorov","89","F","43","Self Employed","UK","8260","BB12 8AH","38000","Own","0","7582","Defaulted"
"1017544","Bryant","71","F","46","Self Employed","UK","120","BS6 7EX","43500","Mortgage","0","9506","Paid"
"1096460","Barnard","72","F","29","Employed","UK","6430","PR26 9HW","54000","Mortgage","3","39161","Defaulted"
"919239","Jolley","21","M","3","Unemployed","UK","1670","SW12 9NS","19000","Mortgage","0","12497","Defaulted"
"700578","Fearon","39","M","11","Self Employed","UK","2870","CV5 9GU","32500","Own","0","2267","Defaulted"
"651497","Wood","44","F","6","Unemployed","UK","0","SP10 3AF","44500","Own","2","33481","Paid"
"1045310","Crisp","24","F","5","Employed","UK","1910","NN14 1QW","37500","Rent","1","24000","Paid"
"610579","Talmage","25","M","3","Self Employed","UK","4240","DN38 6DF","54000","Rent","2","40215","Defaulted"
"667867","Horne","40","M","23","Self Employed","UK","1610","AB10 7LX","36500","Mortgage","0","13744","Paid"
"810286","Worsfold","33","F","1","Unemployed","UK","4330","AL1 4NL","36500","Own","0","21503","Paid"
"869211","Weston","51","M","15","Self Employed","UK","300","B60 2NE","54500","Rent","0","47985","Paid"
"943546","Green","30","F","10","Employed","UK","3910","B92 7DX","44000","Mortgage","0","21333","Paid"
"580118","Padiachy","23","M","1","Unemployed","UK","360","B92 8AU","49500","Mortgage","1","6018","Paid"
"957917","Middlemas","41","F","7","Self Employed","UK","140","BA10 0DE","22500","Rent","0","2432","Defaulted"
"637188","Carr","47","M","26","Unemployed","UK","1820","BA5 3HW","16500","Own","2","14895","Defaulted"
"811861","Rivenell","63","M","14","Self Employed","UK","2280","BB9 9LJ","23500","Mortgage","1","5309","Defaulted"
"741729","Nivens","65","M","1","Self Employed","UK","7560","BH2 6BY","13500","Own","1","9556","Paid"
"887987","Poole","55","F","30","Self Employed","UK","2290","BH2 6JS","20500","Own","1","110","Paid"
"930836","Bell","20","M","1","Self Employed","UK","1590","BH22 9SF","47000","Mortgage","0","8877","Defaulted"
"917195","Rogers","41","M","17","Unemployed","UK","8550","BH4 8AS","52000","Mortgage","1","32625","Defaulted"
"921225","Harvey","72","M","51","Unemployed","UK","6040","BH5 2BS","20500","Own","0","2107","Paid"
"661461","Stanton","34","F","7","Self Employed","UK","250","BL1 5PD","53500","Own","0","3652","Paid"
"797456","Hickey","29","Male","2","Self Employed","UK","160","BN3 3DB","38500","Mortgage","3","20236","Defaulted"
"783571","Graham","88","F","6","Self Employed","UK","90","BN44 3GP","10500","Own","2","6275","Defaulted"
"764209","Browning","21","M","1","Self Employed","UK","4280","BN6 8HE","37000","Own","0","31665","Paid"
"1078340","McCarthy","57","M","1","Self Employed","UK","990","BN6 8UR","46500","Rent","0","693","Paid"
"733675","Coles","34","M","8","Employed","UK","2200","BS31 3EG","35000","Rent","0","15151","Paid"
"612360","Wylie","48","M","29","Employed","UK","4160","CB3 0HR","34500","Rent","1","30408","Defaulted"
"641028","Petitjean","63","M","1","Self Employed","UK","0","CM13 2QD","43500","Rent","0","13941","Paid"
"944229","Benham","51","F","4","Self Employed","UK","270","CM14 5WW","29500","Mortgage","1","18709","Paid"
"979321","McNicholas","67","M","8","Self Employed","UK","9960","CM2 7EW","50500","Rent","2","3187","Defaulted"
"776076","Balogun","25","M","2","Self Employed","UK","3300","CO6 2TB","20500","Own","0","9288","Defaulted"
"818331","Shore","61","M","38","Employed","UK","1770","CR2 0RE","40000","Own","0","14616","Paid"
"1032192","Enabulele","45","F","3","Unemployed","UK","5200","CR3 5GD","51500","Mortgage","1","15947","Paid"
"635990","Wong","78","F","1","Self Employed","UK","8980","CR5 1NX","29500","Mortgage","0","23517","Defaulted"
"1064211","Abbott","65","F","23","Self Employed","UK","3850","CV31 1DL","44000","Mortgage","0","2393","Paid"
"825116","Carroll","80","M","8","Unemployed","UK","760","CV31 1JT","53500","Own","0","14486","Paid"
"751219","Callan","50","M","29","Self Employed","UK","1000","CV37 9XA","31000","Mortgage","1","19521","Defaulted"
"1058063","Leach","31","F","10","Unemployed","UK","530","CV7 7PN","50500","Own","0","39093","Defaulted"
"930564","Collins","47","M","28","Self Employed","UK","9940","CV7 8DN","17500","Own","0","4455","Paid"
"990112","Wright","26","F","1","Unemployed","UK","5890","CW8 4DN","45500","Mortgage","2","17085","Paid"
"952060","Clarke","88","F","58","Self Employed","UK","3980","DA13 0XH","54500","Own","3","24770","Defaulted"
"907403","Pritchard","30","F","3","Employed","UK","10","DD2 5GD","47000","Rent","0","38944","Paid"
"1104344","Shuker","71","M","31","Self Employed","UK","6350","DY7 6ND","18000","Rent","1","10024","Paid"
"573627","Gristwood","39","F","19","Self Employed","UK","1770","EH13 0DT","54000","Mortgage","2","30523","Defaulted"
"684733","Bickerton","27","F","3","Self Employed","UK","3750","EH54 6GE","45500","Mortgage","0","25872","Defaulted"
"852896","Neeroznhak","64","M","33","Unemployed","UK","9680","EN2 6EY","30500","Own","0","1575","Defaulted"
"754734","Arnold","43","M","2","Self Employed","UK","9450","EN3 4RS","38000","Own","0","18411","Defaulted"
"624034","Ditz","19","M","1","Self Employed","UK","1870","EX11 1XZ","16500","Mortgage","1","292","Paid"
"809633","Wheatley","70","M","12","Unemployed","UK","1130","EX14 9TS","20000","Mortgage","0","4280","Defaulted"
"625698","Sabah","17","F","1","Unemployed","UK","510","EX18 7AU","40500","Mortgage","0","18255","Defaulted"
"562557","Cairns","29","F","8","Employed","UK","340","FY6 7AR","27500","Mortgage","0","15941","Paid"
"1095754","Singh","39","F","13","Unemployed","UK","20","G53 7UF","51000","Own","0","37259","Paid"
"1055519","Atkinson","64","F","5","Unemployed","UK","1840","GL54 2BL","45000","Rent","1","39364","Paid"
"596827","Arber/ Diggins","79","F","56","Unemployed","UK","260","GL56 0RX","24000","Own","2","10370","Defaulted"
"793310","Goodwin","40","M","9","Self Employed","UK","3960","GU1 2NF","34500","Own","0","22873","Defaulted"
"642868","Smith","53","F","23","Employed","UK","1560","GU1 4DF","43500","Mortgage","0","43363","Paid"
"739061","Cummings","20","F","3","Employed","UK","960","GU10 3PU","12500","Mortgage","1","12265","Paid"
"1084870","Reece","42","F","13","Self Employed","UK","560","GU12 5RP","43000","Mortgage","0","28713","Paid"
"859689","Smith","51","M","13","Self Employed","UK","530","GU15 2ND","18000","Mortgage","0","16322","Paid"
"925537","Hayns","30","F","5","Unemployed","UK","3650","GU22 8SF","30500","Mortgage","1","27337","Paid"
"793401","Dobb","42","M","3","Self Employed","UK","2510","GU23 6EN","26000","Mortgage","1","15531","Defaulted"
"1079759","Wood","74","F","36","Unemployed","UK","9220","GU27 3TD","26000","Own","1","10398","Defaulted"
"666472","Pert","35","F","4","Unemployed","UK","30","GU4 8HB","22000","Own","0","1557","Paid"
"864947","Holt","41","M","12","Employed","UK","3320","GU5 0PL","23500","Own","0","18171","Paid"
"1002487","Khan","48","M","22","Unemployed","UK","2510","GU8 4TA","51000","Rent","1","19393","Paid"
"993683","Howes","58","F","16","Unemployed","UK","960","GU9 8LZ","34500","Own","0","26300","Paid"
"579816","Chalk","39","F","13","Employed","UK","2260","HA0 1TA","26500","Own","3","8118","Defaulted"
"757533","Lavender","40","M","6","Employed","UK","0","HA4 8SY","50000","Rent","0","4213","Paid"
"712629","Johnson","83","M","46","Employed","UK","3130","HA5 3AZ","32000","Own","0","4090","Paid"
"831178","Byrne","81","F","2","Self Employed","UK","7960","HG4 2QD","52000","Mortgage","0","36688","Paid"
"729861","Chappell","39","F","6","Self Employed","UK","1980","HP5 3NE","41000","Mortgage","3","38652","Paid"
"612019","Devan","35","F","6","Unemployed","UK","7320","HU13 0RU","39500","Own","3","8221","Defaulted"
"908606","Smith","37","F","4","Employed","UK","7500","IG7 4QB","50500","Own","0","45627","Defaulted"
"998414","John","30","F","8","Self Employed","UK","3180","IG7 6ES","31500","Own","3","45","Defaulted"
"967482","Humpreys","64","M","410","Self Employed","UK","9350","IM4 4PZ","33500","Rent","1","4851","Defaulted"
"656407","Fulop","56","M","8","Unemployed","UK","80","IP18 6XL","24000","Own","0","19485","Paid"
"917811","Hillier","72","F","26","Self Employed","UK","1610","IP33 2JY","37000","Rent","0","18966","Paid"
"742870","Hartman","40","F","3","Employed","UK","30","IV2 6GR","41000","Own","0","29589","Paid"
"772090","Sudlow","38","M","20","Employed","UK","510","JE2 7PB","48000","Own","0","28944","Paid"
"1091434","Matz","70","M","10","Self Employed","UK","5350","KA7 4HY","21000","Own","1","20934","Paid"
"890467","Rose","80","F","26","Self Employed","UK","5850","KT11 3EZ","28500","Mortgage","1","24086","Defaulted"
"746000","Morrison","62","F","15","Employed","UK","5550","KT6 4QL","43500","Mortgage","0","10708","Paid"
"649052","Greenhalgh","82","F","51","Employed","UK","6680","KY7 6GZ","46500","Own","1","805","Defaulted"
"1104321","Munir","23","F","5","Self Employed","UK","1270","LL13 9QF","37000","Mortgage","0","4676","Defaulted"
"734381","Payne","31","F","12","Self Employed","UK","2260","LU3 1UU","46000","Own","0","7962","Paid"
"610435","Wilson","30","F","1","Employed","UK","370","ME13 8NN","42000","Mortgage","0","36368","Defaulted"
"838802","Eller","56","M","24","Unemployed","UK","4830","ME15 0NP","50000","Mortgage","0","49435","Defaulted"
"842299","Barton","31","F","12","Unemployed","UK","3870","ME16 9EP","44500","Mortgage","0","14216","Paid"
"937466","Fleming","53","M","29","Employed","UK","2900","MK45 5DT","27500","Rent","2","20017","Paid"
"573058","Hindley","54","M","5","Employed","UK","3380","N2 0HA","35500","Own","0","10101","Paid"
"1013332","Dyer","32","M","9","Unemployed","UK","2250","N20 8QH","23000","Rent","0","20427","Defaulted"
"637361","Firman","64","F","8","Self Employed","UK","5750","NE38 9BT","52500","Own","0","6839","Paid"
"994071","Gilmore","87","M","16","Employed","UK","8920","NE61 1JR","28000","Mortgage","0","7299","Paid"
"700789","Jackson","70","M","43","Employed","UK","770","NG1 1GH","48000","Mortgage","1","32698","Paid"
"1110985","Smith","23","F","3","Self Employed","UK","1650","NG12 5ND","21000","Own","0","7316","Paid"
"1046078","Akporiaye","17","F","1","Self Employed","UK","4570","NG31 8AN","29000","Mortgage","0","9488","Defaulted"
"751732","Baker","20","M","3","Self Employed","UK","2900","NG5 3GQ","26000","Own","2","22320","Paid"
"1031703","Kinman","71","F","22","Self Employed","UK","2920","NN6 0EB","36000","Mortgage","3","31348","Defaulted"
"597755","Petrice","37","F","14","Employed","UK","1140","NP18 1AG","54500","Mortgage","3","24244","Defaulted"
"650711","Crane","53","M","17","Unemployed","UK","5460","NP25 5SD","45500","Own","0","29290","Defaulted"
"1060937","Jones","66","M","35","Self Employed","UK","7170","NW11 6AT","25500","Mortgage","0","19229","Paid"
"832108","Burns","52","F","3","Self Employed","UK","4420","NW6 3DB","38000","Mortgage","0","29803","Defaulted"
"950140","Manchee","23","M","1","Unemployed","UK","4420","OX18 1FH","41500","Own","0","2458","Defaulted"
"885529","Edwards","64","M","32","Employed","UK","1490","PA2 9PT","12500","Rent","2","3770","Paid"
"1070861","Brown","51","F","20","Unemployed","UK","590","PE19 2SB","54500","Mortgage","3","8826","Defaulted"
"762900","Hesling","65","M","35","Unemployed","UK","310","PE30 3JG","42000","Own","0","34024","Defaulted"
"906996","Cashman","52","M","6","Self Employed","UK","9870","PE38 9HJ","21000","Own","1","7001","Defaulted"
"664421","Hill","79","M","11","Unemployed","UK","4460","PH10 6EA","41500","Rent","0","17924","Defaulted"
"814741","Singh","72","M","36","Unemployed","UK","3890","PO13 9FH","51000","Own","0","36153","Paid"
"749688","Furner","50","M","1","Unemployed","UK","0","RG14 7WB","44500","Rent","3","20419","Defaulted"
"1086831","Pyle","86","F","4","Self Employed","UK","1040","RH10 1JP","47000","Mortgage","1","9171","Defaulted"
"640063","Hughes","55","F","27","Self Employed","UK","7060","RH13 0PU","17000","Rent","2","12388","Defaulted"
"708669","Wilkinson","56","F","38","Employed","UK","220","RH4 3NZ","34000","Mortgage","3","20442","Defaulted"
"1062828","Baker","38","M","16","Unemployed","UK","3160","SA4 9SW","47000","Own","2","29629","Defaulted"
"964230","Brookes","18","F","1","Self Employed","UK","9850","SA70 8RA","49000","Own","0","39061","Defaulted"
"1077064","Paylor","86","F","39","Employed","UK","7140","SE12 8LP","42500","Own","1","16810","Paid"
"656956","Wilson","47","M","11","Unemployed","UK","5360","SG4 9PN","24500","Own","0","6340","Paid"
"661107","Newman","34","F","13","Self Employed","UK","8190","SK12 1BJ","19000","Mortgage","3","7031","Defaulted"
"605008","Atkin","89","F","57","Self Employed","UK","1470","SL4 2DH","37000","Own","0","25124","Paid"
"986868","Davis","79","F","19","Employed","UK","5890","SL6 0DR","54000","Own","1","11541","Paid"
"682603","doniny","57","F","33","Self Employed","UK","20","SL9 0JE","24500","Own","1","5298","Paid"
